index_id,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,country,day_of_week
3378,219.1081011,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,80,2,4.049679433,0.524316905,40.64694218,1.531484856,57.50135246,0.858721718,23.77282,37.99684,,
3379,148.3373562,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,1.722963395,0.611839561,101.4000371,3.820524078,120.7040413,1.802586848,23.75167,37.98421,,
3380,133.3395824,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,100,1,2.728462038,0.43732586,86.04861429,3.242117183,114.2413458,1.706073345,23.708,37.964,,
3381,92.56438497,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,93,1,2.448866985,0.36025016,92.41305428,3.481914888,142.4967084,2.12803722,23.70762,37.97736,,
3382,178.0985635,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,87,2,3.423540461,0.672677252,47.18829599,1.777948274,66.27411477,0.989733619,23.77112,37.98785,,
3383,55.7729712,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,97,1,3.015442433,0.365589193,52.76913052,1.988221498,80.37159395,1.20026452,23.76259,37.99212,,
3384,69.59904389,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,85,1,4.809965989,0.458157214,35.61904621,1.342045107,53.36680132,0.796976581,23.73677,38.01887,,
3385,186.5348112,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,87,1,2.939133145,0.617390596,53.89470059,2.030630433,80.24695384,1.198403152,23.75974,37.99371,,
3386,115.9984065,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,8,87,2,1.644743874,0.427547664,86.7163969,3.267277722,132.2081373,1.974388322,23.754,37.974,,
3387,69.59904389,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,7,100,2,2.748823615,0.752436183,69.60057392,2.62239222,105.8560192,1.580847385,23.712,37.992,,
3388,81.08171443,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,100,1,2.598243234,0.812770875,59.31054936,2.234687366,84.72384228,1.265260733,23.76385,37.9819,,
